141,0
256,0
700,0
768,0
791,0
899,0
1058,0
1376,0
1411,0
1422,0
1570,0
1664,0
1685,149
1685,146
1685,173
1685,186
1685,137
1685,152
1771,0
1920,0
2033,0
2350,0
2363,0
2736,0
2780,0
2928,0
3009,0
3160,0
3251,0
3391,0
3399,0
3448,0
4263,0
5064,0
5337,0
5512,0
5524,0
5568,0
5590,0
5827,0
5934,0
5967,0
6045,0
6207,0
6375,0
6493,0
6509,0
7167,0
7242,0
7283,0
7820,0
7895,0
8164,0
8308,0
8600,0
8694,0
8751,31
8751,32
8792,94
8792,54
8792,100
8792,11
8792,106
8792,110
8792,76
8792,99
8792,60
8792,30
8792,79
8792,89
9101,149
9101,27
9101,9
9101,101
9101,42
9101,81
9101,69
9101,146
9101,119
9101,124
9101,78
9101,106
9101,95
9101,24
9101,134
9101,51
9101,172
9101,133
9101,127
9101,82
9101,10
9272,54
9272,76
9272,115
9272,20
9272,82
9272,10
9320,0
9403,0
9659,68
9659,74
9659,93
9659,111
9659,42
9659,5
9659,146
9659,127
9659,79
9659,89
9757,31
9757,32
10186,35
10186,65
10186,62
10186,63
10186,59
10186,108
10186,55
10186,79
10186,89
10417,88
10417,87
10417,7
10417,38
10417,37
10417,82
10417,10
10657,0
11001,0
11131,0
11239,0
11328,0
11504,31
11504,32
11593,18
11593,93
11593,83
11593,49
11593,84
11593,52
11593,70
11593,121
11593,114
11593,57
11593,82
11593,10
11727,0
11741,0
11896,31
11896,32
11960,0
12071,0
12075,14
12075,58
12075,97
12075,98
12075,99
12075,41
12075,36
12075,82
12075,10
12544,74
12544,71
12544,79
12544,89
12665,0
12666,0
13022,0
13153,0
13331,117
13331,107
13331,25
13331,21
13331,46
13331,1
13331,89
13335,0
13433,0
13437,125
13437,56
13437,67
13437,113
13437,112
13437,6
13437,45
13437,39
13437,41
13437,36
13437,79
13437,89
13711,4
13711,160
13711,69
13711,146
13711,72
13711,19
13711,127
13711,79
13711,89
13842,0
14153,0
14508,116
14508,85
14508,54
14967,4
14967,80
14967,103
14967,123
14967,102
14967,146
14967,76
14967,79
14967,89
14973,0
15029,116
15029,146
15029,119
15029,120
15029,47
15029,133
15029,82
15029,10
15462,0
15468,0
15564,0
15568,0
15730,23
15730,22
15730,92
15730,3
15730,29
15764,96
15764,13
15764,66
15764,12
15764,76
15764,51
15764,126
15764,79
15764,89
15920,0
16068,0
16721,0
17100,0
17247,0
17495,0
17497,0
17604,0
17798,0
18225,0
18269,0
18428,0
18811,0
18953,0
19146,0
19445,0
19547,0
19582,0
19639,0
19688,0
19866,0
19984,0
20034,0
20071,0
20360,0
20411,0
20631,0
20749,0
21037,0
21093,0
21110,0
21140,0
21203,0
21458,0
21470,0
21523,0
21862,0
21902,0
22078,0
22228,0
22445,0
22530,0
22541,0
22567,0
22583,0
22768,0
22794,0
23066,0
23081,0
23303,0
23341,0
23376,0
23396,0
23561,0
23773,0
23970,0
23972,0
23985,0
24036,0
24398,0
24401,0
24418,0
24915,0
24937,0
24998,0
25191,0
25273,0
25286,0
25791,0
25897,0
26057,0
26150,0
26536,0
26554,0
26562,0
26616,0
26617,0
26829,0
26929,0
27128,0
27272,168
27272,16
27272,128
27272,16
27272,147
27272,168
27272,77
27272,171
27309,0
27373,0
27701,0
27786,0
27885,0
27893,162
27893,159
27893,170
27893,143
27893,44
27893,165
27893,177
27893,150
28303,0
28369,86
28544,175
28544,131
28544,161
28544,151
28544,174
28544,156
28544,132
28544,161
28983,0
29104,0
29286,0
29553,0
29626,185
29626,136
29669,185
29669,136
29683,0
29832,0
29985,50
30453,0
30562,0
31019,0
31398,0
32950,0
32957,0
32995,0
33402,0
33458,0
33526,0
33533,0
33591,0
33698,0
33782,0
34197,0
34422,0
34573,0
34827,0
35136,0
35379,0
35661,0
35815,0
35845,0
35900,0
36244,0
36296,0
36296,15
36296,163
36314,0
36471,122
36471,184
36471,53
36471,73
36471,75
36471,90
36471,104
36471,43
36471,28
36475,0
36741,0
36979,0
37031,0
37119,0
37134,0
37277,0
37351,0
37365,0
37409,0
37647,0
37771,0
37842,0
38042,0
38330,0
38549,144
38549,133
38549,167
38572,0
38616,145
38616,142
38616,158
38616,157
38652,183
38652,181
38652,184
38652,140
38652,180
38652,176
38736,139
38736,146
38736,135
38736,154
39134,0
39208,105
39208,154
39208,33
39208,139
39208,99
39208,109
39208,30
39208,79
39208,89
39259,0
39468,0
39477,164
39477,182
39477,141
39477,155
39477,148
39477,129
39550,130
39550,169
39550,172
39550,2
39550,153
39558,134
39558,166
39558,138
39558,178
39558,179
39558,160
